user_id,product_id,interaction_type,timestamp
787,10,view,2023-01-03 19:17:43.906390639
18,195,like,2023-01-03 20:33:54.923492349
450,105,view,2023-01-03 21:50:05.940594059
161,183,view,2023-01-03 23:06:16.957695769
671,389,like,2023-01-04 00:22:27.974797479
564,148,view,2023-01-04 01:38:38.991899189
793,409,view,2023-01-04 02:54:50.009000900
651,151,purchase,2023-01-04 04:11:01.026102610
828,391,click,2023-01-04 05:27:12.043204320
602,214,click,2023-01-04 06:43:23.060306030
609,166,like,2023-01-04 07:59:34.077407740
607,492,view,2023-01-04 09:15:45.094509450
362,282,view,2023-01-04 10:31:56.111611161
622,289,view,2023-01-04 11:48:07.128712871
758,361,view,2023-01-04 13:04:18.145814581
332,338,view,2023-01-04 14:20:29.162916291
648,453,view,2023-01-04 15:36:40.180018001
970,127,view,2023-01-04 16:52:51.197119711
925,25,like,2023-01-04 18:09:02.214221422
853,9,view,2023-01-04 19:25:13.231323132
457,14,view,2023-01-04 20:41:24.248424842
281,204,view,2023-01-04 21:57:35.265526552
374,499,click,2023-01-04 23:13:46.282628262
645,280,view,2023-01-05 00:29:57.299729973
32,436,view,2023-01-05 01:46:08.316831683
453,154,view,2023-01-05 03:02:19.333933393
498,97,view,2023-01-05 04:18:30.351035103
451,155,like,2023-01-05 05:34:41.368136813
774,307,view,2023-01-05 06:50:52.385238523
904,226,like,2023-01-05 08:07:03.402340234
722,438,view,2023-01-05 09:23:14.419441944
431,35,like,2023-01-05 10:39:25.436543654
860,57,view,2023-01-05 11:55:36.453645364
584,376,view,2023-01-05 13:11:47.470747074
463,63,view,2023-01-05 14:27:58.487848784
113,111,view,2023-01-05 15:44:09.504950495
701,30,view,2023-01-05 17:00:20.522052205
519,156,view,2023-01-05 18:16:31.539153915
190,372,view,2023-01-05 19:32:42.556255625
204,193,like,2023-01-05 20:48:53.573357335
895,278,view,2023-01-05 22:05:04.590459045
796,163,view,2023-01-05 23:21:15.607560756
259,406,like,2023-01-06 00:37:26.624662466
413,349,like,2023-01-06 01:53:37.641764176
930,251,like,2023-01-06 03:09:48.658865886
113,288,view,2023-01-06 04:25:59.675967596
32,346,view,2023-01-06 05:42:10.693069306
558,307,like,2023-01-06 06:58:21.710171017
267,282,view,2023-01-06 08:14:32.727272727
745,410,view,2023-01-06 09:30:43.744374437
391,329,click,2023-01-06 10:46:54.761476147
796,303,view,2023-01-06 12:03:05.778577857
168,305,like,2023-01-06 13:19:16.795679567
992,394,view,2023-01-06 14:35:27.812781278
796,230,like,2023-01-06 15:51:38.829882988
803,102,like,2023-01-06 17:07:49.846984698
545,390,view,2023-01-06 18:24:00.864086408
818,211,view,2023-01-06 19:40:11.881188118
443,491,like,2023-01-06 20:56:22.898289829
428,80,view,2023-01-06 22:12:33.915391539
325,369,view,2023-01-06 23:28:44.932493249
564,366,like,2023-01-07 00:44:55.949594959
469,56,view,2023-01-07 02:01:06.966696669
291,249,like,2023-01-07 03:17:17.983798379
539,35,like,2023-01-07 04:33:29.000900090
919,142,like,2023-01-07 05:49:40.018001800
23,278,view,2023-01-07 07:05:51.035103510
22,389,like,2023-01-07 08:22:02.052205220
542,75,view,2023-01-07 09:38:13.069306930
770,125,view,2023-01-07 10:54:24.086408640
671,186,like,2023-01-07 12:10:35.103510351
421,342,like,2023-01-07 13:26:46.120612061
859,107,view,2023-01-07 14:42:57.137713771
927,208,like,2023-01-07 15:59:08.154815481
74,375,like,2023-01-07 17:15:19.171917191
165,47,view,2023-01-07 18:31:30.189018901
891,361,view,2023-01-07 19:47:41.206120612
388,32,like,2023-01-07 21:03:52.223222322
558,318,view,2023-01-07 22:20:03.240324032
56,479,click,2023-01-07 23:36:14.257425742
948,218,like,2023-01-08 00:52:25.274527452
119,49,like,2023-01-08 02:08:36.291629162
142,356,view,2023-01-08 03:24:47.308730873
757,280,view,2023-01-08 04:40:58.325832583
570,109,view,2023-01-08 05:57:09.342934293
972,193,view,2023-01-08 07:13:20.360036003
669,165,view,2023-01-08 08:29:31.377137713
491,243,view,2023-01-08 09:45:42.394239423
210,12,view,2023-01-08 11:01:53.411341134
163,456,view,2023-01-08 12:18:04.428442844
357,208,click,2023-01-08 13:34:15.445544554
239,368,view,2023-01-08 14:50:26.462646264
921,293,view,2023-01-08 16:06:37.479747974
498,359,like,2023-01-08 17:22:48.496849685
265,344,like,2023-01-08 18:38:59.513951395
781,256,like,2023-01-08 19:55:10.531053105
400,87,like,2023-01-08 21:11:21.548154815
54,212,view,2023-01-08 22:27:32.565256525
675,475,view,2023-01-08 23:43:43.582358235
690,409,view,2023-01-09 00:59:54.599459946
982,348,view,2023-01-09 02:16:05.616561656
455,255,view,2023-01-09 03:32:16.633663366
549,273,view,2023-01-09 04:48:27.650765076
66,170,click,2023-01-09 06:04:38.667866786
227,338,like,2023-01-09 07:20:49.684968496
522,38,view,2023-01-09 08:37:00.702070207
391,189,view,2023-01-09 09:53:11.719171917
716,256,view,2023-01-09 11:09:22.736273627
978,145,view,2023-01-09 12:25:33.753375337
183,301,view,2023-01-09 13:41:44.770477047
219,400,click,2023-01-09 14:57:55.787578757
971,499,like,2023-01-09 16:14:06.804680468
827,230,like,2023-01-09 17:30:17.821782178
766,212,view,2023-01-09 18:46:28.838883888
931,386,view,2023-01-09 20:02:39.855985598
849,207,click,2023-01-09 21:18:50.873087308
423,232,view,2023-01-09 22:35:01.890189018
723,281,view,2023-01-09 23:51:12.907290729
913,136,view,2023-01-10 01:07:23.924392439
748,205,view,2023-01-10 02:23:34.941494149
384,312,like,2023-01-10 03:39:45.958595859
325,102,view,2023-01-10 04:55:56.975697569
559,289,view,2023-01-10 06:12:07.992799279
942,200,view,2023-01-10 07:28:19.009900990
396,248,view,2023-01-10 08:44:30.027002700
403,87,view,2023-01-10 10:00:41.044104410
277,111,view,2023-01-10 11:16:52.061206120
111,403,view,2023-01-10 12:33:03.078307830
52,408,like,2023-01-10 13:49:14.095409540
868,401,like,2023-01-10 15:05:25.112511251
802,444,click,2023-01-10 16:21:36.129612961
155,380,view,2023-01-10 17:37:47.146714671
570,185,view,2023-01-10 18:53:58.163816381
545,68,like,2023-01-10 20:10:09.180918091
549,123,view,2023-01-10 21:26:20.198019802
578,189,like,2023-01-10 22:42:31.215121512
744,496,view,2023-01-10 23:58:42.232223222
206,339,view,2023-01-11 01:14:53.249324932
563,169,purchase,2023-01-11 02:31:04.266426642
748,158,purchase,2023-01-11 03:47:15.283528352
663,381,view,2023-01-11 05:03:26.300630063
925,232,view,2023-01-11 06:19:37.317731773
737,474,like,2023-01-11 07:35:48.334833483
143,206,view,2023-01-11 08:51:59.351935193
627,377,like,2023-01-11 10:08:10.369036903
438,265,view,2023-01-11 11:24:21.386138613
446,265,view,2023-01-11 12:40:32.403240324
957,228,view,2023-01-11 13:56:43.420342034
956,469,click,2023-01-11 15:12:54.437443744
362,436,view,2023-01-11 16:29:05.454545454
379,288,view,2023-01-11 17:45:16.471647164
503,135,view,2023-01-11 19:01:27.488748874
581,117,view,2023-01-11 20:17:38.505850585
59,108,view,2023-01-11 21:33:49.522952295
725,497,like,2023-01-11 22:50:00.540054005
717,420,view,2023-01-12 00:06:11.557155715
223,315,view,2023-01-12 01:22:22.574257425
958,39,view,2023-01-12 02:38:33.591359135
761,402,like,2023-01-12 03:54:44.608460846
169,59,view,2023-01-12 05:10:55.625562556
784,500,view,2023-01-12 06:27:06.642664266
81,236,view,2023-01-12 07:43:17.659765976
663,491,like,2023-01-12 08:59:28.676867686
599,341,view,2023-01-12 10:15:39.693969396
101,394,view,2023-01-12 11:31:50.711071107
627,493,like,2023-01-12 12:48:01.728172817
938,468,view,2023-01-12 14:04:12.745274527
564,242,view,2023-01-12 15:20:23.762376237
839,447,view,2023-01-12 16:36:34.779477947
747,32,view,2023-01-12 17:52:45.796579658
396,394,view,2023-01-12 19:08:56.813681368
775,7,view,2023-01-12 20:25:07.830783078
768,404,like,2023-01-12 21:41:18.847884788
14,23,like,2023-01-12 22:57:29.864986498
838,430,view,2023-01-13 00:13:40.882088208
722,112,like,2023-01-13 01:29:51.899189919
580,43,view,2023-01-13 02:46:02.916291629
735,199,like,2023-01-13 04:02:13.933393339
478,92,click,2023-01-13 05:18:24.950495049
321,75,view,2023-01-13 06:34:35.967596759
13,257,view,2023-01-13 07:50:46.984698469
424,425,like,2023-01-13 09:06:58.001800180
791,182,view,2023-01-13 10:23:09.018901890
321,94,like,2023-01-13 11:39:20.036003600
852,493,view,2023-01-13 12:55:31.053105310
434,167,view,2023-01-13 14:11:42.070207020
184,170,view,2023-01-13 15:27:53.087308730
972,151,like,2023-01-13 16:44:04.104410441
169,98,like,2023-01-13 18:00:15.121512151
178,424,view,2023-01-13 19:16:26.138613861
956,22,like,2023-01-13 20:32:37.155715571
752,230,view,2023-01-13 21:48:48.172817281
944,47,like,2023-01-13 23:04:59.189918991
519,377,like,2023-01-14 00:21:10.207020702
548,231,view,2023-01-14 01:37:21.224122412
693,109,like,2023-01-14 02:53:32.241224122
53,336,view,2023-01-14 04:09:43.258325832
308,181,view,2023-01-14 05:25:54.275427542
761,9,view,2023-01-14 06:42:05.292529253
697,115,like,2023-01-14 07:58:16.309630963
979,457,purchase,2023-01-14 09:14:27.326732673
745,499,view,2023-01-14 10:30:38.343834383
28,162,view,2023-01-14 11:46:49.360936093
885,469,like,2023-01-14 13:03:00.378037803
529,462,like,2023-01-14 14:19:11.395139514
173,181,click,2023-01-14 15:35:22.412241224
766,346,view,2023-01-14 16:51:33.429342934
897,105,like,2023-01-14 18:07:44.446444644
154,449,like,2023-01-14 19:23:55.463546354
829,365,like,2023-01-14 20:40:06.480648064
695,369,like,2023-01-14 21:56:17.497749775
587,2,view,2023-01-14 23:12:28.514851485
895,397,view,2023-01-15 00:28:39.531953195
826,100,like,2023-01-15 01:44:50.549054905
245,331,view,2023-01-15 03:01:01.566156615
786,183,click,2023-01-15 04:17:12.583258325
150,436,view,2023-01-15 05:33:23.600360036
40,337,view,2023-01-15 06:49:34.617461746
707,70,like,2023-01-15 08:05:45.634563456
299,312,view,2023-01-15 09:21:56.651665166
444,195,click,2023-01-15 10:38:07.668766876
302,98,view,2023-01-15 11:54:18.685868586
614,301,like,2023-01-15 13:10:29.702970297
89,327,view,2023-01-15 14:26:40.720072007
15,19,view,2023-01-15 15:42:51.737173717
539,95,like,2023-01-15 16:59:02.754275427
120,458,view,2023-01-15 18:15:13.771377137
904,283,view,2023-01-15 19:31:24.788478847
324,13,view,2023-01-15 20:47:35.805580558
576,444,click,2023-01-15 22:03:46.822682268
839,293,like,2023-01-15 23:19:57.839783978
662,329,click,2023-01-16 00:36:08.856885688
688,215,like,2023-01-16 01:52:19.873987398
397,192,view,2023-01-16 03:08:30.891089109
36,56,like,2023-01-16 04:24:41.908190819
959,313,view,2023-01-16 05:40:52.925292529
631,284,view,2023-01-16 06:57:03.942394239
809,218,view,2023-01-16 08:13:14.959495949
186,131,like,2023-01-16 09:29:25.976597659
939,395,click,2023-01-16 10:45:36.993699370
399,150,view,2023-01-16 12:01:48.010801080
121,292,view,2023-01-16 13:17:59.027902790
632,266,like,2023-01-16 14:34:10.045004500
639,478,like,2023-01-16 15:50:21.062106210
28,390,view,2023-01-16 17:06:32.079207920
7,487,view,2023-01-16 18:22:43.096309631
831,62,view,2023-01-16 19:38:54.113411341
872,125,view,2023-01-16 20:55:05.130513051
251,208,view,2023-01-16 22:11:16.147614761
213,293,view,2023-01-16 23:27:27.164716471
177,322,like,2023-01-17 00:43:38.181818181
99,449,view,2023-01-17 01:59:49.198919892
335,146,like,2023-01-17 03:16:00.216021602
736,37,like,2023-01-17 04:32:11.233123312
655,437,view,2023-01-17 05:48:22.250225022
274,347,like,2023-01-17 07:04:33.267326732
467,39,like,2023-01-17 08:20:44.284428442
440,64,view,2023-01-17 09:36:55.301530153
818,464,like,2023-01-17 10:53:06.318631863
623,199,view,2023-01-17 12:09:17.335733573
708,350,click,2023-01-17 13:25:28.352835283
907,317,view,2023-01-17 14:41:39.369936993
986,372,click,2023-01-17 15:57:50.387038703
777,141,view,2023-01-17 17:14:01.404140414
33,429,view,2023-01-17 18:30:12.421242124
793,263,view,2023-01-17 19:46:23.438343834
284,297,view,2023-01-17 21:02:34.455445544
89,311,like,2023-01-17 22:18:45.472547254
969,119,view,2023-01-17 23:34:56.489648964
827,41,view,2023-01-18 00:51:07.506750675
161,2,view,2023-01-18 02:07:18.523852385
392,73,like,2023-01-18 03:23:29.540954095
521,60,view,2023-01-18 04:39:40.558055805
31,310,view,2023-01-18 05:55:51.575157515
91,101,view,2023-01-18 07:12:02.592259226
696,460,click,2023-01-18 08:28:13.609360936
741,71,view,2023-01-18 09:44:24.626462646
140,129,view,2023-01-18 11:00:35.643564356
50,385,view,2023-01-18 12:16:46.660666066
344,323,view,2023-01-18 13:32:57.677767776
141,248,view,2023-01-18 14:49:08.694869487
854,237,view,2023-01-18 16:05:19.711971197
798,356,like,2023-01-18 17:21:30.729072907
257,238,click,2023-01-18 18:37:41.746174617
438,181,view,2023-01-18 19:53:52.763276327
544,495,like,2023-01-18 21:10:03.780378037
791,149,view,2023-01-18 22:26:14.797479748
3,280,click,2023-01-18 23:42:25.814581458
181,105,view,2023-01-19 00:58:36.831683168
423,394,like,2023-01-19 02:14:47.848784878
142,266,like,2023-01-19 03:30:58.865886588
57,432,like,2023-01-19 04:47:09.882988298
159,436,like,2023-01-19 06:03:20.900090009
779,80,view,2023-01-19 07:19:31.917191719
540,56,view,2023-01-19 08:35:42.934293429
289,177,view,2023-01-19 09:51:53.951395139
883,62,view,2023-01-19 11:08:04.968496849
113,21,view,2023-01-19 12:24:15.985598559
253,210,view,2023-01-19 13:40:27.002700270
523,83,view,2023-01-19 14:56:38.019801980
904,246,view,2023-01-19 16:12:49.036903690
854,270,like,2023-01-19 17:29:00.054005400
818,34,purchase,2023-01-19 18:45:11.071107110
481,398,view,2023-01-19 20:01:22.088208820
561,342,view,2023-01-19 21:17:33.105310531
654,203,view,2023-01-19 22:33:44.122412241
353,62,click,2023-01-19 23:49:55.139513951
804,240,like,2023-01-20 01:06:06.156615661
378,240,like,2023-01-20 02:22:17.173717371
964,215,view,2023-01-20 03:38:28.190819081
177,200,view,2023-01-20 04:54:39.207920792
783,146,view,2023-01-20 06:10:50.225022502
159,215,view,2023-01-20 07:27:01.242124212
523,107,view,2023-01-20 08:43:12.259225922
266,36,view,2023-01-20 09:59:23.276327632
292,469,view,2023-01-20 11:15:34.293429343
388,295,like,2023-01-20 12:31:45.310531053
160,343,view,2023-01-20 13:47:56.327632763
34,437,view,2023-01-20 15:04:07.344734473
584,2,click,2023-01-20 16:20:18.361836183
887,111,like,2023-01-20 17:36:29.378937893
829,186,click,2023-01-20 18:52:40.396039604
300,46,like,2023-01-20 20:08:51.413141314
604,249,view,2023-01-20 21:25:02.430243024
438,378,view,2023-01-20 22:41:13.447344734
826,96,view,2023-01-20 23:57:24.464446444
752,109,view,2023-01-21 01:13:35.481548154
87,386,view,2023-01-21 02:29:46.498649865
476,117,view,2023-01-21 03:45:57.515751575
822,386,like,2023-01-21 05:02:08.532853285
15,321,view,2023-01-21 06:18:19.549954995
671,176,click,2023-01-21 07:34:30.567056705
299,128,view,2023-01-21 08:50:41.584158415
664,411,click,2023-01-21 10:06:52.601260126
475,303,view,2023-01-21 11:23:03.618361836
361,196,view,2023-01-21 12:39:14.635463546
486,319,like,2023-01-21 13:55:25.652565256
402,342,like,2023-01-21 15:11:36.669666966
498,460,like,2023-01-21 16:27:47.686768676
212,125,like,2023-01-21 17:43:58.703870387
394,356,like,2023-01-21 19:00:09.720972097
378,245,like,2023-01-21 20:16:20.738073807
840,12,view,2023-01-21 21:32:31.755175517
256,143,view,2023-01-21 22:48:42.772277227
877,39,like,2023-01-22 00:04:53.789378937
464,102,view,2023-01-22 01:21:04.806480648
29,354,view,2023-01-22 02:37:15.823582358
350,62,view,2023-01-22 03:53:26.840684068
584,226,like,2023-01-22 05:09:37.857785778
62,85,click,2023-01-22 06:25:48.874887488
319,293,view,2023-01-22 07:41:59.891989198
700,389,like,2023-01-22 08:58:10.909090909
773,334,view,2023-01-22 10:14:21.926192619
57,17,like,2023-01-22 11:30:32.943294329
514,368,click,2023-01-22 12:46:43.960396039
195,271,view,2023-01-22 14:02:54.977497749
186,225,like,2023-01-22 15:19:05.994599460
618,49,view,2023-01-22 16:35:17.011701170
928,403,view,2023-01-22 17:51:28.028802880
995,364,like,2023-01-22 19:07:39.045904590
127,106,view,2023-01-22 20:23:50.063006300
949,312,view,2023-01-22 21:40:01.080108010
40,415,view,2023-01-22 22:56:12.097209721
886,65,view,2023-01-23 00:12:23.114311431
613,240,view,2023-01-23 01:28:34.131413141
873,279,like,2023-01-23 02:44:45.148514851
985,123,view,2023-01-23 04:00:56.165616561
600,456,like,2023-01-23 05:17:07.182718271
235,136,like,2023-01-23 06:33:18.199819982
597,235,view,2023-01-23 07:49:29.216921692
290,267,view,2023-01-23 09:05:40.234023402
848,119,view,2023-01-23 10:21:51.251125112
856,27,view,2023-01-23 11:38:02.268226822
863,269,view,2023-01-23 12:54:13.285328532
448,266,view,2023-01-23 14:10:24.302430243
954,444,like,2023-01-23 15:26:35.319531953
249,389,view,2023-01-23 16:42:46.336633663
865,397,like,2023-01-23 17:58:57.353735373
495,143,view,2023-01-23 19:15:08.370837083
393,96,view,2023-01-23 20:31:19.387938793
167,40,view,2023-01-23 21:47:30.405040504
82,211,like,2023-01-23 23:03:41.422142214
749,364,like,2023-01-24 00:19:52.439243924
682,121,view,2023-01-24 01:36:03.456345634
924,37,view,2023-01-24 02:52:14.473447344
603,281,view,2023-01-24 04:08:25.490549054
614,362,view,2023-01-24 05:24:36.507650765
961,46,view,2023-01-24 06:40:47.524752475
45,374,click,2023-01-24 07:56:58.541854185
89,443,like,2023-01-24 09:13:09.558955895
573,370,view,2023-01-24 10:29:20.576057605
966,43,view,2023-01-24 11:45:31.593159316
440,180,click,2023-01-24 13:01:42.610261026
575,122,like,2023-01-24 14:17:53.627362736
130,36,view,2023-01-24 15:34:04.644464446
622,61,like,2023-01-24 16:50:15.661566156
614,411,view,2023-01-24 18:06:26.678667866
814,346,view,2023-01-24 19:22:37.695769577
431,470,view,2023-01-24 20:38:48.712871287
257,330,view,2023-01-24 21:54:59.729972997
38,190,like,2023-01-24 23:11:10.747074707
585,352,view,2023-01-25 00:27:21.764176417
76,231,view,2023-01-25 01:43:32.781278127
914,34,like,2023-01-25 02:59:43.798379838
174,480,like,2023-01-25 04:15:54.815481548
592,247,view,2023-01-25 05:32:05.832583258
299,183,click,2023-01-25 06:48:16.849684968
772,141,like,2023-01-25 08:04:27.866786678
841,90,view,2023-01-25 09:20:38.883888388
54,119,view,2023-01-25 10:36:49.900990099
274,262,like,2023-01-25 11:53:00.918091809
375,281,like,2023-01-25 13:09:11.935193519
593,300,like,2023-01-25 14:25:22.952295229
469,15,like,2023-01-25 15:41:33.969396939
492,245,view,2023-01-25 16:57:44.986498649
143,151,like,2023-01-25 18:13:56.003600360
232,331,click,2023-01-25 19:30:07.020702070
563,247,view,2023-01-25 20:46:18.037803780
564,183,view,2023-01-25 22:02:29.054905490
501,294,view,2023-01-25 23:18:40.072007200
105,48,like,2023-01-26 00:34:51.089108910
504,410,view,2023-01-26 01:51:02.106210621
435,294,like,2023-01-26 03:07:13.123312331
476,189,view,2023-01-26 04:23:24.140414041
775,160,view,2023-01-26 05:39:35.157515751
924,59,view,2023-01-26 06:55:46.174617461
498,264,click,2023-01-26 08:11:57.191719171
973,20,like,2023-01-26 09:28:08.208820882
394,195,view,2023-01-26 10:44:19.225922592
177,465,view,2023-01-26 12:00:30.243024302
423,491,like,2023-01-26 13:16:41.260126012
940,39,like,2023-01-26 14:32:52.277227722
618,487,view,2023-01-26 15:49:03.294329433
128,346,like,2023-01-26 17:05:14.311431143
837,325,view,2023-01-26 18:21:25.328532853
748,146,like,2023-01-26 19:37:36.345634563
241,151,like,2023-01-26 20:53:47.362736273
232,21,view,2023-01-26 22:09:58.379837983
665,72,view,2023-01-26 23:26:09.396939694
846,437,view,2023-01-27 00:42:20.414041404
775,171,view,2023-01-27 01:58:31.431143114
301,378,view,2023-01-27 03:14:42.448244824
596,68,purchase,2023-01-27 04:30:53.465346534
728,476,view,2023-01-27 05:47:04.482448245
678,123,like,2023-01-27 07:03:15.499549955
901,471,view,2023-01-27 08:19:26.516651665
104,255,view,2023-01-27 09:35:37.533753375
512,323,click,2023-01-27 10:51:48.550855085
297,253,view,2023-01-27 12:07:59.567956795
113,406,like,2023-01-27 13:24:10.585058506
183,155,view,2023-01-27 14:40:21.602160216
460,248,view,2023-01-27 15:56:32.619261926
158,29,like,2023-01-27 17:12:43.636363636
496,340,like,2023-01-27 18:28:54.653465346
102,336,like,2023-01-27 19:45:05.670567056
831,26,view,2023-01-27 21:01:16.687668767
415,361,view,2023-01-27 22:17:27.704770477
342,278,like,2023-01-27 23:33:38.721872187
732,460,click,2023-01-28 00:49:49.738973897
253,48,view,2023-01-28 02:06:00.756075607
739,336,like,2023-01-28 03:22:11.773177317
910,268,view,2023-01-28 04:38:22.790279028
665,410,view,2023-01-28 05:54:33.807380738
488,58,view,2023-01-28 07:10:44.824482448
850,168,view,2023-01-28 08:26:55.841584158
207,152,view,2023-01-28 09:43:06.858685868
363,171,view,2023-01-28 10:59:17.875787578
37,493,view,2023-01-28 12:15:28.892889289
130,284,view,2023-01-28 13:31:39.909990999
679,361,like,2023-01-28 14:47:50.927092709
786,184,like,2023-01-28 16:04:01.944194419
464,62,view,2023-01-28 17:20:12.961296129
222,363,like,2023-01-28 18:36:23.978397839
344,78,view,2023-01-28 19:52:34.995499550
291,342,view,2023-01-28 21:08:46.012601260
682,27,view,2023-01-28 22:24:57.029702970
515,432,view,2023-01-28 23:41:08.046804680
252,298,like,2023-01-29 00:57:19.063906390
936,159,view,2023-01-29 02:13:30.081008100
527,330,like,2023-01-29 03:29:41.098109811
251,491,like,2023-01-29 04:45:52.115211521
998,97,view,2023-01-29 06:02:03.132313231
561,86,view,2023-01-29 07:18:14.149414941
745,89,view,2023-01-29 08:34:25.166516651
318,287,like,2023-01-29 09:50:36.183618362
272,494,view,2023-01-29 11:06:47.200720072
977,112,view,2023-01-29 12:22:58.217821782
802,214,like,2023-01-29 13:39:09.234923492
504,151,view,2023-01-29 14:55:20.252025202
6,228,like,2023-01-29 16:11:31.269126912
164,488,like,2023-01-29 17:27:42.286228623
868,238,view,2023-01-29 18:43:53.303330333
715,303,view,2023-01-29 20:00:04.320432043
676,367,view,2023-01-29 21:16:15.337533753
874,478,like,2023-01-29 22:32:26.354635463
447,395,like,2023-01-29 23:48:37.371737173
181,282,view,2023-01-30 01:04:48.388838884
382,8,view,2023-01-30 02:20:59.405940594
884,30,click,2023-01-30 03:37:10.423042304
438,101,view,2023-01-30 04:53:21.440144014
943,207,view,2023-01-30 06:09:32.457245724
468,368,like,2023-01-30 07:25:43.474347434
906,486,view,2023-01-30 08:41:54.491449145
189,26,like,2023-01-30 09:58:05.508550855
695,191,like,2023-01-30 11:14:16.525652565
524,83,view,2023-01-30 12:30:27.542754275
921,444,view,2023-01-30 13:46:38.559855985
279,83,like,2023-01-30 15:02:49.576957695
202,205,view,2023-01-30 16:19:00.594059406
181,27,view,2023-01-30 17:35:11.611161116
119,446,view,2023-01-30 18:51:22.628262826
906,473,view,2023-01-30 20:07:33.645364536
123,353,view,2023-01-30 21:23:44.662466246
888,348,like,2023-01-30 22:39:55.679567956
580,209,view,2023-01-30 23:56:06.696669667
757,393,click,2023-01-31 01:12:17.713771377
96,26,view,2023-01-31 02:28:28.730873087
199,242,like,2023-01-31 03:44:39.747974797
175,194,view,2023-01-31 05:00:50.765076507
922,104,view,2023-01-31 06:17:01.782178218
979,333,like,2023-01-31 07:33:12.799279928
107,316,like,2023-01-31 08:49:23.816381638
461,159,view,2023-01-31 10:05:34.833483348
413,133,like,2023-01-31 11:21:45.850585058
827,313,like,2023-01-31 12:37:56.867686768
457,486,like,2023-01-31 13:54:07.884788479
193,29,view,2023-01-31 15:10:18.901890189
171,48,view,2023-01-31 16:26:29.918991899
434,7,view,2023-01-31 17:42:40.936093609
520,111,view,2023-01-31 18:58:51.953195319
810,287,view,2023-01-31 20:15:02.970297029
278,413,click,2023-01-31 21:31:13.987398740
166,420,like,2023-01-31 22:47:25.004500450
127,192,view,2023-02-01 00:03:36.021602160
778,32,like,2023-02-01 01:19:47.038703870
854,364,like,2023-02-01 02:35:58.055805580
426,379,view,2023-02-01 03:52:09.072907290
777,305,view,2023-02-01 05:08:20.090009001
563,76,view,2023-02-01 06:24:31.107110711
266,133,view,2023-02-01 07:40:42.124212421
937,309,click,2023-02-01 08:56:53.141314131
65,253,like,2023-02-01 10:13:04.158415841
277,353,click,2023-02-01 11:29:15.175517551
611,280,view,2023-02-01 12:45:26.192619262
623,180,view,2023-02-01 14:01:37.209720972
739,193,click,2023-02-01 15:17:48.226822682
856,401,view,2023-02-01 16:33:59.243924392
595,67,view,2023-02-01 17:50:10.261026102
123,449,view,2023-02-01 19:06:21.278127812
362,60,like,2023-02-01 20:22:32.295229523
60,58,click,2023-02-01 21:38:43.312331233
541,55,view,2023-02-01 22:54:54.329432943
352,436,like,2023-02-02 00:11:05.346534653
