user_id,age,gender,occupation
155,46,Male,Retired
156,31,Female,Student
157,61,Female,Professional
158,51,Male,Professional
159,54,Female,Self-employed
160,21,Female,Retired
161,52,Female,Student
162,65,Male,Retired
163,18,Male,Professional
164,62,Female,Student
165,61,Female,Self-employed
166,69,Male,Retired
167,55,Other,Self-employed
168,23,Male,Retired
169,69,Female,Professional
170,56,Male,Professional
171,53,Male,Self-employed
172,52,Female,Professional
173,20,Male,Retired
174,32,Female,Professional
175,51,Female,Student
176,30,Male,Professional
177,47,Female,Professional
178,20,Other,Professional
179,38,Female,Retired
180,44,Female,Student
181,66,Female,Student
182,60,Male,Self-employed
183,68,Male,Retired
184,38,Male,Self-employed
185,49,Female,Professional
186,34,Male,Professional
187,62,Other,Retired
188,53,Female,Self-employed
189,67,Male,Retired
190,59,Male,Retired
191,18,Male,Student
192,32,Male,Professional
193,52,Female,Professional
194,46,Other,Student
195,68,Male,Retired
196,24,Male,Retired
197,37,Male,Professional
198,56,Other,Student
199,33,Female,Professional
200,59,Female,Professional
201,21,Male,Self-employed
202,66,Other,Retired
203,29,Male,Student
204,59,Female,Student
205,21,Male,Retired
206,50,Male,Professional
207,25,Male,Retired
208,47,Female,Professional
209,33,Female,Student
210,69,Male,Self-employed
211,31,Female,Retired
212,56,Female,Professional
213,68,Female,Retired
214,69,Other,Student
215,58,Female,Professional
216,23,Female,Retired
217,54,Female,Professional
218,55,Female,Student
219,45,Male,Professional
220,28,Other,Professional
221,55,Female,Student
222,37,Female,Student
223,43,Male,Retired
224,46,Male,Professional
225,40,Female,Retired
226,19,Other,Professional
227,57,Male,Professional
228,20,Male,Professional
229,43,Female,Professional
230,53,Female,Student
231,46,Other,Professional
232,34,Female,Professional
233,30,Female,Retired
234,40,Male,Professional
235,67,Female,Professional
236,68,Other,Professional
237,18,Male,Retired
238,52,Female,Professional
239,46,Male,Professional
240,36,Other,Self-employed
241,31,Female,Professional
242,64,Female,Professional
243,66,Female,Student
244,65,Male,Student
245,62,Female,Retired
246,39,Male,Student
247,60,Male,Student
248,58,Female,Professional
249,39,Male,Professional
250,30,Female,Professional
251,23,Female,Retired
252,30,Male,Retired
253,53,Female,Professional
254,67,Male,Professional
255,66,Male,Professional
256,23,Male,Student
257,39,Female,Student
258,67,Male,Professional
259,30,Male,Retired
260,69,Male,Student
261,23,Male,Retired
262,62,Male,Retired
263,28,Other,Student
264,19,Female,Student
265,58,Male,Retired
266,34,Male,Professional
267,42,Female,Student
268,41,Other,Self-employed
269,18,Female,Professional
270,24,Male,Student
271,26,Female,Professional
272,33,Male,Retired
273,31,Male,Student
274,22,Male,Self-employed
275,64,Female,Professional
276,47,Female,Professional
277,66,Female,Professional
278,38,Male,Professional
279,28,Female,Professional
280,52,Male,Student
281,30,Male,Professional
282,55,Female,Self-employed
283,61,Female,Professional
284,18,Male,Professional
285,31,Male,Professional
286,26,Female,Professional
287,65,Male,Retired
288,43,Female,Professional
289,66,Other,Professional
290,61,Male,Professional
291,63,Female,Student
292,64,Female,Retired
293,29,Female,Student
294,68,Female,Student
295,56,Female,Retired
296,65,Male,Retired
297,30,Male,Professional
298,65,Male,Professional
299,55,Female,Retired
300,33,Other,Professional
301,31,Female,Professional
302,25,Male,Student
303,27,Female,Professional
304,49,Male,Professional
305,55,Other,Student
306,50,Male,Professional
307,63,Other,Professional
308,68,Male,Professional
309,51,Male,Self-employed
310,62,Male,Professional
311,37,Male,Retired
312,23,Female,Professional
313,61,Female,Professional
314,36,Male,Professional
315,26,Male,Professional
316,40,Female,Professional
317,63,Male,Student
318,28,Male,Retired
319,32,Female,Professional
320,34,Male,Professional
321,25,Female,Student
322,27,Other,Student
323,55,Female,Professional
324,45,Male,Self-employed
325,46,Female,Professional
326,60,Male,Student
327,58,Male,Professional
328,28,Female,Student
329,66,Female,Student
330,61,Male,Student
331,36,Female,Retired
332,48,Male,Professional
333,44,Female,Student
334,55,Male,Student
335,44,Male,Professional
336,29,Female,Professional
337,49,Female,Retired
338,51,Male,Retired
339,56,Female,Student
340,27,Other,Professional
341,36,Male,Student
342,49,Male,Professional
343,65,Female,Student
344,31,Male,Student
345,43,Male,Professional
346,26,Male,Retired
347,24,Male,Student
348,52,Other,Professional
349,57,Male,Student
350,65,Female,Professional
351,60,Female,Professional
352,60,Female,Student
353,18,Male,Professional
354,35,Male,Professional
355,49,Male,Self-employed
356,37,Male,Retired
357,47,Female,Student
358,36,Male,Student
359,48,Female,Student
360,60,Female,Retired
361,60,Female,Retired
362,55,Female,Professional
363,69,Male,Professional
364,48,Other,Retired
365,67,Male,Student
366,43,Female,Professional
367,25,Female,Student
368,33,Other,Student
369,64,Male,Professional
370,52,Female,Retired
371,44,Female,Student
372,60,Female,Professional
373,58,Male,Professional
374,35,Male,Retired
375,20,Other,Retired
376,62,Female,Professional
377,22,Male,Student
378,44,Male,Student
379,33,Male,Professional
380,69,Female,Professional
381,45,Female,Professional
382,57,Male,Professional
383,20,Male,Retired
384,62,Male,Retired
385,21,Female,Professional
386,56,Female,Professional
387,27,Male,Professional
388,69,Male,Professional
389,29,Female,Professional
390,58,Female,Student
391,63,Female,Professional
392,58,Female,Retired
393,31,Female,Retired
394,51,Male,Professional
395,26,Male,Self-employed
396,30,Female,Self-employed
397,48,Female,Retired
398,68,Male,Student
399,31,Male,Professional
400,23,Male,Professional
401,35,Male,Student
402,46,Male,Professional
403,27,Female,Professional
404,42,Other,Student
405,54,Female,Retired
406,39,Female,Student
407,57,Male,Student
408,43,Male,Retired
409,34,Male,Professional
410,26,Female,Retired
411,32,Male,Student
412,54,Female,Professional
413,44,Male,Professional
414,64,Male,Retired
415,65,Male,Retired
416,19,Female,Professional
417,31,Female,Retired
418,40,Female,Retired
419,50,Male,Professional
420,30,Female,Retired
421,52,Female,Professional
422,69,Female,Professional
423,30,Male,Student
424,26,Male,Student
425,22,Male,Professional
426,51,Male,Professional
427,43,Female,Retired
428,41,Female,Self-employed
429,30,Female,Professional
430,33,Male,Professional
431,39,Male,Student
432,39,Female,Student
433,60,Female,Student
434,19,Female,Retired
435,67,Male,Self-employed
436,54,Male,Retired
437,33,Other,Professional
438,52,Male,Retired
439,26,Female,Professional
440,69,Male,Retired
441,26,Male,Student
442,53,Female,Retired
443,61,Female,Retired
444,18,Male,Retired
445,25,Female,Professional
446,61,Female,Professional
447,60,Male,Student
448,48,Male,Retired
449,25,Female,Student
450,39,Male,Retired
451,59,Male,Retired
452,30,Female,Professional
453,67,Female,Student
454,60,Female,Professional
455,38,Female,Student
456,47,Female,Professional
457,38,Female,Professional
458,61,Female,Self-employed
459,43,Female,Professional
460,27,Male,Student
461,41,Female,Professional
462,55,Male,Retired
463,22,Male,Student
464,51,Male,Student
465,34,Female,Retired
466,37,Female,Professional
467,50,Male,Self-employed
468,31,Other,Retired
469,67,Female,Retired
470,23,Female,Retired
471,42,Male,Professional
472,68,Other,Professional
473,49,Other,Retired
474,68,Female,Professional
475,29,Female,Self-employed
476,58,Male,Student
477,22,Male,Professional
478,51,Male,Retired
479,61,Male,Professional
480,33,Female,Self-employed
481,26,Male,Professional
482,59,Male,Self-employed
483,35,Male,Professional
484,28,Male,Self-employed
485,28,Female,Student
486,23,Female,Retired
487,22,Male,Professional
488,62,Female,Professional
489,66,Male,Retired
490,24,Female,Professional
491,68,Other,Student
492,22,Other,Professional
493,52,Female,Professional
494,47,Female,Student
495,45,Other,Professional
496,52,Male,Professional
497,61,Female,Retired
498,33,Female,Student
499,54,Male,Self-employed
500,60,Male,Professional
501,63,Female,Professional
502,69,Female,Professional
503,69,Male,Retired
504,66,Female,Retired
505,22,Male,Retired
506,52,Male,Retired
507,44,Male,Professional
508,34,Male,Retired
509,29,Female,Retired
510,43,Female,Professional
511,19,Male,Professional
512,31,Female,Professional
513,62,Other,Professional
514,54,Male,Professional
515,33,Male,Student
516,62,Female,Student
517,40,Male,Student
518,35,Male,Professional
519,52,Male,Professional
520,19,Male,Student
521,38,Male,Student
522,31,Female,Student
523,48,Male,Student
524,20,Female,Professional
525,62,Female,Student
526,24,Other,Professional
527,56,Male,Professional
528,26,Female,Self-employed
529,22,Female,Retired
530,63,Male,Professional
531,46,Female,Professional
532,67,Male,Student
533,39,Female,Retired
534,35,Female,Professional
535,21,Male,Student
536,53,Female,Self-employed
537,50,Male,Professional
538,50,Female,Professional
539,53,Other,Professional
540,43,Female,Professional
541,67,Male,Retired
542,63,Female,Retired
543,40,Male,Professional
544,57,Female,Retired
545,35,Other,Retired
546,49,Other,Professional
547,22,Male,Professional
548,33,Female,Self-employed
549,44,Male,Professional
550,46,Female,Student
551,57,Female,Retired
552,34,Female,Professional
553,33,Female,Student
554,56,Male,Professional
555,36,Male,Self-employed
556,24,Female,Student
557,65,Female,Professional
558,69,Male,Student
559,67,Male,Professional
560,40,Female,Professional
561,31,Female,Student
562,31,Male,Professional
563,49,Female,Professional
564,35,Male,Professional
565,66,Female,Student
566,44,Female,Retired
567,55,Female,Professional
568,21,Male,Self-employed
569,36,Female,Professional
570,42,Male,Self-employed
571,20,Female,Student
572,62,Male,Student
573,24,Male,Student
574,26,Other,Retired
575,29,Male,Student
576,49,Female,Student
577,34,Male,Student
578,36,Female,Professional
579,25,Other,Student
580,68,Female,Student
581,37,Male,Student
582,30,Male,Professional
583,28,Male,Retired
584,37,Male,Professional
585,63,Male,Retired
586,66,Other,Professional
587,66,Female,Student
588,32,Other,Student
589,52,Female,Self-employed
590,42,Female,Self-employed
591,60,Male,Professional
592,18,Female,Retired
593,61,Male,Retired
594,66,Male,Self-employed
595,55,Other,Professional
596,68,Male,Retired
597,34,Other,Self-employed
598,22,Other,Student
599,67,Female,Professional
600,45,Female,Student
601,43,Male,Student
602,62,Male,Student
603,66,Male,Professional
604,44,Female,Student
605,22,Other,Student
606,48,Male,Retired
607,29,Female,Student
608,30,Male,Retired
609,64,Male,Retired
610,52,Male,Student
611,58,Male,Retired
612,44,Male,Professional
613,26,Female,Self-employed
614,40,Male,Professional
615,36,Female,Professional
616,61,Female,Retired
617,57,Female,Professional
618,35,Male,Student
619,49,Male,Self-employed
620,50,Male,Professional
621,50,Female,Retired
622,44,Female,Student
623,65,Female,Student
624,39,Female,Student
625,53,Male,Student
626,62,Female,Professional
627,65,Male,Retired
628,62,Male,Self-employed
629,24,Female,Retired
630,46,Male,Retired
631,64,Female,Retired
632,57,Female,Self-employed
633,40,Male,Retired
634,50,Male,Professional
635,18,Female,Retired
636,37,Male,Student
637,62,Female,Professional
638,27,Other,Retired
639,25,Male,Professional
640,47,Female,Student
641,39,Male,Professional
642,69,Male,Student
643,58,Female,Professional
644,60,Male,Student
645,60,Male,Professional
646,34,Male,Student
647,31,Other,Retired
648,39,Female,Professional
649,51,Male,Professional
650,39,Male,Retired
651,45,Female,Retired
652,38,Male,Professional
653,55,Male,Professional
654,50,Male,Professional
655,45,Female,Retired
656,55,Female,Student
657,69,Female,Professional
658,68,Male,Student
659,68,Female,Student
660,56,Female,Self-employed
661,41,Female,Self-employed
662,49,Male,Professional
663,47,Female,Professional
664,48,Female,Self-employed
665,25,Female,Student
666,48,Other,Professional
667,36,Female,Professional
668,34,Male,Student
669,22,Male,Self-employed
670,33,Other,Professional
671,22,Male,Professional
672,30,Female,Student
673,68,Male,Professional
674,34,Female,Retired
675,65,Other,Professional
676,64,Female,Student
677,36,Male,Professional
678,20,Other,Self-employed
679,41,Other,Retired
680,54,Other,Professional
681,63,Male,Professional
682,51,Female,Professional
683,38,Female,Professional
684,30,Male,Student
685,34,Male,Professional
686,44,Female,Student
687,36,Female,Retired
688,36,Other,Student
689,42,Male,Student
690,51,Male,Retired
691,61,Female,Retired
692,18,Female,Student
693,45,Male,Student
694,39,Female,Professional
695,27,Male,Self-employed
696,50,Male,Retired
697,52,Female,Student
698,35,Female,Professional
699,21,Female,Student
700,35,Female,Professional
701,28,Male,Professional
702,62,Male,Professional
703,47,Male,Student
704,67,Male,Self-employed
705,53,Female,Professional
706,29,Other,Student
707,62,Male,Professional
708,68,Male,Retired
709,66,Male,Student
710,59,Female,Retired
711,26,Female,Student
712,65,Female,Professional
713,50,Male,Professional
714,26,Male,Retired
715,22,Male,Student
716,37,Male,Retired
717,44,Other,Professional
718,49,Female,Student
719,53,Male,Self-employed
720,25,Female,Self-employed
721,32,Male,Professional
722,42,Male,Professional
723,62,Female,Retired
724,18,Female,Student
725,25,Male,Professional
726,28,Female,Retired
727,18,Female,Student
728,29,Male,Professional
729,56,Female,Retired
730,24,Female,Retired
731,65,Male,Student
732,67,Male,Student
733,64,Female,Student
734,20,Male,Professional
735,18,Male,Retired
736,27,Male,Student
737,19,Male,Student
738,53,Female,Professional
739,49,Male,Self-employed
740,44,Female,Professional
741,60,Other,Professional
742,43,Male,Professional
743,34,Male,Student
744,66,Other,Student
745,69,Female,Retired
746,34,Male,Professional
747,61,Male,Retired
748,42,Male,Student
749,48,Female,Student
750,63,Male,Professional
751,36,Female,Professional
752,61,Female,Student
753,50,Male,Professional
754,40,Female,Professional
755,32,Male,Retired
756,46,Other,Professional
757,56,Male,Student
758,38,Male,Student
759,48,Female,Self-employed
760,31,Male,Student
761,30,Female,Professional
762,60,Female,Professional
763,25,Male,Professional
764,35,Female,Professional
765,47,Other,Professional
766,26,Female,Retired
767,21,Other,Retired
768,34,Other,Student
769,29,Female,Professional
770,54,Female,Student
771,66,Male,Student
772,32,Other,Professional
773,30,Male,Student
774,63,Female,Professional
775,19,Female,Student
776,68,Male,Professional
777,67,Female,Student
778,66,Other,Student
779,33,Female,Student
780,56,Female,Student
781,53,Female,Professional
782,66,Other,Retired
783,65,Other,Student
784,40,Female,Professional
785,22,Male,Professional
786,31,Female,Retired
787,53,Female,Professional
788,35,Female,Retired
789,65,Male,Student
790,62,Other,Self-employed
791,27,Male,Student
792,31,Female,Retired
793,36,Female,Professional
794,68,Female,Professional
795,36,Other,Professional
796,69,Male,Retired
797,28,Female,Professional
798,34,Female,Self-employed
799,63,Male,Professional
800,64,Male,Professional
801,63,Female,Professional
802,42,Male,Professional
803,46,Male,Student
804,42,Male,Professional
805,26,Female,Retired
806,37,Female,Professional
807,37,Female,Student
808,18,Female,Self-employed
809,62,Other,Professional
810,61,Other,Professional
811,38,Male,Student
812,30,Other,Professional
813,28,Male,Self-employed
814,22,Female,Retired
815,40,Female,Student
816,66,Female,Retired
817,27,Female,Student
818,65,Female,Retired
819,59,Female,Professional
820,69,Male,Student
821,51,Other,Professional
822,59,Male,Student
823,19,Female,Student
824,21,Male,Self-employed
825,44,Other,Retired
826,29,Female,Student
827,65,Male,Professional
828,39,Male,Retired
829,38,Male,Student
830,27,Male,Professional
831,23,Female,Professional
832,35,Other,Professional
833,52,Male,Retired
834,68,Other,Retired
835,65,Male,Retired
836,34,Other,Retired
837,22,Female,Student
838,25,Female,Student
839,33,Male,Self-employed
840,68,Female,Retired
841,27,Male,Student
842,33,Female,Self-employed
843,45,Female,Student
844,65,Female,Professional
845,68,Female,Self-employed
846,56,Male,Professional
847,25,Female,Professional
848,39,Female,Professional
849,42,Male,Student
850,63,Other,Student
851,20,Male,Student
852,56,Female,Professional
853,53,Other,Retired
854,47,Male,Student
855,50,Other,Student
856,40,Male,Professional
857,21,Male,Student
858,20,Female,Professional
859,37,Female,Professional
860,38,Male,Retired
861,61,Male,Retired
862,43,Female,Professional
863,37,Male,Retired
864,43,Female,Student
865,50,Male,Student
866,32,Female,Professional
867,21,Male,Professional
868,64,Other,Professional
869,29,Male,Retired
870,33,Male,Student
871,57,Male,Student
872,20,Female,Professional
873,24,Male,Professional
874,42,Other,Professional
875,18,Male,Student
876,25,Female,Professional
877,49,Female,Student
878,22,Other,Student
879,68,Male,Retired
880,56,Female,Self-employed
881,67,Male,Student
882,25,Female,Retired
883,39,Female,Professional
884,63,Male,Professional
885,60,Male,Professional
886,18,Male,Retired
887,27,Female,Student
888,38,Female,Self-employed
889,33,Male,Retired
890,45,Male,Student
891,19,Female,Student
892,67,Female,Retired
893,38,Other,Student
894,50,Female,Self-employed
895,21,Male,Student
896,39,Male,Professional
897,57,Male,Student
898,30,Female,Professional
899,49,Male,Student
900,43,Female,Retired
901,49,Other,Student
902,60,Male,Professional
903,52,Female,Professional
904,60,Male,Retired
905,62,Other,Self-employed
906,65,Female,Retired
907,40,Female,Professional
908,69,Female,Professional
909,55,Female,Self-employed
910,40,Male,Professional
911,49,Other,Student
912,26,Female,Student
913,67,Female,Professional
914,21,Female,Professional
915,52,Female,Self-employed
916,18,Male,Professional
917,61,Female,Professional
918,22,Male,Retired
919,29,Male,Retired
920,34,Male,Professional
921,64,Male,Student
922,68,Other,Student
923,59,Female,Retired
924,29,Male,Professional
925,43,Female,Professional
926,55,Male,Student
927,21,Female,Retired
928,54,Other,Student
929,41,Female,Professional
930,60,Male,Student
931,32,Female,Professional
932,38,Other,Student
933,63,Female,Retired
934,54,Male,Retired
935,50,Male,Student
936,40,Male,Student
937,44,Female,Professional
938,37,Male,Self-employed
939,58,Male,Professional
940,55,Male,Professional
941,55,Female,Retired
942,63,Female,Student
943,39,Male,Retired
944,44,Female,Student
945,55,Female,Student
946,32,Female,Professional
947,50,Female,Student
948,67,Female,Professional
949,63,Female,Professional
950,34,Other,Student
951,47,Male,Professional
952,36,Female,Professional
953,19,Male,Retired
954,60,Male,Self-employed
955,38,Male,Student
956,38,Female,Self-employed
957,61,Female,Retired
958,32,Female,Professional
959,49,Female,Student
960,30,Female,Professional
961,42,Female,Student
962,55,Female,Retired
963,55,Female,Student
964,57,Female,Professional
965,23,Male,Professional
966,54,Male,Student
967,60,Female,Professional
968,67,Male,Student
969,27,Female,Student
970,38,Male,Retired
971,28,Male,Self-employed
972,54,Male,Self-employed
973,45,Female,Student
974,61,Male,Retired
975,55,Male,Professional
976,20,Female,Self-employed
977,49,Female,Professional
978,60,Male,Student
979,63,Female,Professional
980,26,Male,Professional
981,43,Female,Self-employed
982,26,Female,Professional
983,41,Female,Professional
984,68,Male,Professional
985,69,Male,Retired
986,36,Female,Self-employed
987,23,Female,Student
988,50,Male,Student
989,25,Male,Student
990,51,Male,Professional
991,32,Male,Student
992,60,Male,Retired
993,67,Male,Retired
994,66,Male,Self-employed
995,68,Female,Professional
996,24,Female,Student
997,40,Female,Retired
998,18,Male,Retired
999,27,Male,Self-employed
1000,69,Female,Professional
